PID,FearRatingAudio,ExpFearConvert,UniqueEvent,AvgHR,HRzScore,Description,Emotions,CodedEmotions,EmotionTypeLimited,EmotionType,EmoTypeCodedNegative,EmotionExtent,RegulationExtent,FearType,FearType
1302,3,4,71,166.38,1.257193948,"Before entering the first event, where the prisoners were breaking out, there was a guard who was zombified at the control panel and was telling us to turn around and leave. There was an immediate sense to leave, however we were ushered into the next room. ",Alert/Attentive,2,Positive,Positive,,7,7,,
1302,3,4,71,166.38,1.257193948,"Before entering the first event, where the prisoners were breaking out, there was a guard who was zombified at the control panel and was telling us to turn around and leave. There was an immediate sense to leave, however we were ushered into the next room. ",Nervous/Jittery,8,Negative,Negative,Negative,7,7,,
1302,3,4,71,166.38,1.257193948,"Before entering the first event, where the prisoners were breaking out, there was a guard who was zombified at the control panel and was telling us to turn around and leave. There was an immediate sense to leave, however we were ushered into the next room. ",Fearful/Afraid*,13,,Negative,Negative,4,7,,0
1302,3,4,72,166.38,1.257193948,"There was a butcher shop/meat room, where there were hanging white bags. This was absolutely the most terrifying moment, as these types of rooms have always made me fearful. I remember a man in a pig mask and looking at all the swinging white bags scared if something would pop out. Looked at the floor after staring at a jump scare and rushed out. ",Panicked,10,Negative,Negative,Negative,7,7,,
1302,3,4,72,166.38,1.257193948,"There was a butcher shop/meat room, where there were hanging white bags. This was absolutely the most terrifying moment, as these types of rooms have always made me fearful. I remember a man in a pig mask and looking at all the swinging white bags scared if something would pop out. Looked at the floor after staring at a jump scare and rushed out. ",Tense,12,Negative,Negative,Negative,7,7,,
1302,3,4,72,166.38,1.257193948,"There was a butcher shop/meat room, where there were hanging white bags. This was absolutely the most terrifying moment, as these types of rooms have always made me fearful. I remember a man in a pig mask and looking at all the swinging white bags scared if something would pop out. Looked at the floor after staring at a jump scare and rushed out. ",Fearful/Afraid,5,Negative,Negative,Negative,7,7,,1
1302,3,4,73,154.27,0.441537591,"Upon entering the hospital setting, I recall feeling underwelmed, yet getting ready to be scared. The hallway was spacious and there were nurses and doctors with a gurney and a patient on it. They were shaking the patient saying something was wrong. I also remember thinking back to when I took a day tour of the prison and felt somewhat calm knowing where I was. However, we were then ushered into the more crowded event. ",Alert/Attentive,2,Positive,Positive,,7,1,,
1302,3,4,73,154.27,0.441537591,"Upon entering the hospital setting, I recall feeling underwelmed, yet getting ready to be scared. The hallway was spacious and there were nurses and doctors with a gurney and a patient on it. They were shaking the patient saying something was wrong. I also remember thinking back to when I took a day tour of the prison and felt somewhat calm knowing where I was. However, we were then ushered into the more crowded event. ",Amused/Interested,1,Positive,Positive,Positive,4,1,,
1302,3,4,73,154.27,0.441537591,"Upon entering the hospital setting, I recall feeling underwelmed, yet getting ready to be scared. The hallway was spacious and there were nurses and doctors with a gurney and a patient on it. They were shaking the patient saying something was wrong. I also remember thinking back to when I took a day tour of the prison and felt somewhat calm knowing where I was. However, we were then ushered into the more crowded event. ",Nervous/Jittery,8,Negative,Negative,Negative,4,1,,
1302,3,4,73,154.27,0.441537591,"Upon entering the hospital setting, I recall feeling underwelmed, yet getting ready to be scared. The hallway was spacious and there were nurses and doctors with a gurney and a patient on it. They were shaking the patient saying something was wrong. I also remember thinking back to when I took a day tour of the prison and felt somewhat calm knowing where I was. However, we were then ushered into the more crowded event. ",Fearful/Afraid*,13,,Negative,Negative,4,1,,0
1302,3,4,74,152.97,0.353977454,"During the hospital, there was a room with a dentist chair. This stuck out to me since the whole hospital was just gory and had a lot of fake body parts scattered. Since I hate the dentist, I can remember him asking us (holding pliers) if we were next. It was a brief event out of the hospital, and was not filled with jump scares, before we went into the next room. ",Alert/Attentive,2,Positive,Positive,,7,1,,
1302,3,4,74,152.97,0.353977454,"During the hospital, there was a room with a dentist chair. This stuck out to me since the whole hospital was just gory and had a lot of fake body parts scattered. Since I hate the dentist, I can remember him asking us (holding pliers) if we were next. It was a brief event out of the hospital, and was not filled with jump scares, before we went into the next room. ",Nervous/Jittery,8,Negative,Negative,Negative,4,4,,
1302,3,4,74,152.97,0.353977454,"During the hospital, there was a room with a dentist chair. This stuck out to me since the whole hospital was just gory and had a lot of fake body parts scattered. Since I hate the dentist, I can remember him asking us (holding pliers) if we were next. It was a brief event out of the hospital, and was not filled with jump scares, before we went into the next room. ",Tense,12,Negative,Negative,Negative,4,1,,
1302,3,4,74,152.97,0.353977454,"During the hospital, there was a room with a dentist chair. This stuck out to me since the whole hospital was just gory and had a lot of fake body parts scattered. Since I hate the dentist, I can remember him asking us (holding pliers) if we were next. It was a brief event out of the hospital, and was not filled with jump scares, before we went into the next room. ",Fearful/Afraid,5,Negative,Negative,Negative,4,1,,1
1302,1,1,75,148.69,0.06570254,"In the 4D quarantine, I was completely entertained and felt distracted by all the visuals. There was a tunnel that spun and felt like you were ""in space"". There was also a room that looked like there was a bunch of glow paint and a ball pit. There were also clowns, which were not personally terrifying. ",Amused/Interested,1,Positive,Positive,Positive,7,1,,
1302,1,1,75,148.69,0.06570254,"In the 4D quarantine, I was completely entertained and felt distracted by all the visuals. There was a tunnel that spun and felt like you were ""in space"". There was also a room that looked like there was a bunch of glow paint and a ball pit. There were also clowns, which were not personally terrifying. ",Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1302,1,1,75,148.69,0.06570254,"In the 4D quarantine, I was completely entertained and felt distracted by all the visuals. There was a tunnel that spun and felt like you were ""in space"". There was also a room that looked like there was a bunch of glow paint and a ball pit. There were also clowns, which were not personally terrifying. ",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1302,3,4,76,155.48,0.523035873,In 4D quarantine we had to walk through these air filled squishy things. It was short lived but extremely odd and put me out of place. There was a brief scare but I was too distracted by the feeling of being squished to react. ,Irritable/Annoyed,7,Negative,Negative,Negative,4,1,,
1302,3,4,76,155.48,0.523035873,In 4D quarantine we had to walk through these air filled squishy things. It was short lived but extremely odd and put me out of place. There was a brief scare but I was too distracted by the feeling of being squished to react. ,Tense,12,Negative,Negative,Negative,4,1,,
1302,3,4,76,155.48,0.523035873,In 4D quarantine we had to walk through these air filled squishy things. It was short lived but extremely odd and put me out of place. There was a brief scare but I was too distracted by the feeling of being squished to react. ,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1302,3,4,77,155.48,0.523035873,"Knowing it was the last event, we walked into complete darkness. So dark that actors that jumped out weren't scary as it was hard to see. I felt anxious as I felt like I was about to anticipate something loud and scary. After walking for what felt like forever, we were about to enter a room with a completely opposite feel. ",Alert/Attentive,2,Positive,Positive,,7,4,,
1302,3,4,77,155.48,0.523035873,"Knowing it was the last event, we walked into complete darkness. So dark that actors that jumped out weren't scary as it was hard to see. I felt anxious as I felt like I was about to anticipate something loud and scary. After walking for what felt like forever, we were about to enter a room with a completely opposite feel. ",Nervous/Jittery,8,Negative,Negative,Negative,7,7,,
1302,3,4,77,155.48,0.523035873,"Knowing it was the last event, we walked into complete darkness. So dark that actors that jumped out weren't scary as it was hard to see. I felt anxious as I felt like I was about to anticipate something loud and scary. After walking for what felt like forever, we were about to enter a room with a completely opposite feel. ",Tense,12,Negative,Negative,Negative,7,4,,
1302,3,4,77,155.48,0.523035873,"Knowing it was the last event, we walked into complete darkness. So dark that actors that jumped out weren't scary as it was hard to see. I felt anxious as I felt like I was about to anticipate something loud and scary. After walking for what felt like forever, we were about to enter a room with a completely opposite feel. ",Fearful/Afraid,5,Negative,Negative,Negative,4,4,,1
1302,3,4,78,155.48,0.523035873,"The last event was hard to process, as it was extremely over stimulating. The strobe lights and loud music put me out of place and I felt distracted by the need to just make sure I didn't trip over anything or get lost from my group. The jump scares did not scare me as I was focused on just leaving. ",Irritable/Annoyed,7,Negative,Negative,Negative,7,4,,
1302,3,4,78,155.48,0.523035873,"The last event was hard to process, as it was extremely over stimulating. The strobe lights and loud music put me out of place and I felt distracted by the need to just make sure I didn't trip over anything or get lost from my group. The jump scares did not scare me as I was focused on just leaving. ",Overwhelmed,9,Negative,Negative,Negative,7,4,,
1302,3,4,78,155.48,0.523035873,"The last event was hard to process, as it was extremely over stimulating. The strobe lights and loud music put me out of place and I felt distracted by the need to just make sure I didn't trip over anything or get lost from my group. The jump scares did not scare me as I was focused on just leaving. ",Tense,12,Negative,Negative,Negative,4,4,,
1302,3,4,78,155.48,0.523035873,"The last event was hard to process, as it was extremely over stimulating. The strobe lights and loud music put me out of place and I felt distracted by the need to just make sure I didn't trip over anything or get lost from my group. The jump scares did not scare me as I was focused on just leaving. ",Fearful/Afraid*,13,,Negative,Negative,4,1,,0
1303,2,2.5,79,117.24,0.667442641,"During the cannibal section a guy came up behind me and said ""I want to make your face into pizza and use your spleen as a napkin"" and I said ""You know where to get spleens""",Alert/Attentive,2,Positive,Positive,,7,5,,
1303,2,2.5,79,117.24,0.667442641,"During the cannibal section a guy came up behind me and said ""I want to make your face into pizza and use your spleen as a napkin"" and I said ""You know where to get spleens""",Amused/Interested,1,Positive,Positive,Positive,5,5,,
1303,2,2.5,79,117.24,0.667442641,"During the cannibal section a guy came up behind me and said ""I want to make your face into pizza and use your spleen as a napkin"" and I said ""You know where to get spleens""",Tense,12,Negative,Negative,Negative,3,5,,
1303,2,2.5,79,117.24,0.667442641,"During the cannibal section a guy came up behind me and said ""I want to make your face into pizza and use your spleen as a napkin"" and I said ""You know where to get spleens""",Fearful/Afraid*,13,,Negative,Negative,3,5,,0
1303,1.5,1.75,80,113.12,0.324451472,"We had to walk single file through a place that had lasers and we had people that we like ""don't trip my lasers or else i'll shock you""",Alert/Attentive,2,Positive,Positive,,7,1,,
1303,1.5,1.75,80,113.12,0.324451472,"We had to walk single file through a place that had lasers and we had people that we like ""don't trip my lasers or else i'll shock you""",Tense,12,Negative,Negative,Negative,7,1,,
1303,1.5,1.75,80,113.12,0.324451472,"We had to walk single file through a place that had lasers and we had people that we like ""don't trip my lasers or else i'll shock you""",Shocked/Surprised,11,Negative,Negative,Negative,7,4,,
1303,1.5,1.75,80,113.12,0.324451472,"We had to walk single file through a place that had lasers and we had people that we like ""don't trip my lasers or else i'll shock you""",Fearful/Afraid,5,Negative,Negative,Negative,4,2,,1
1303,1,1,81,111.58,0.196246035,There was a guy dressed as a mad scientist asking us if we could spare any teeth and I asked if he could take my wisdom teeth out,Amused/Interested,1,Positive,Positive,Positive,4,1,,
1303,1,1,81,111.58,0.196246035,There was a guy dressed as a mad scientist asking us if we could spare any teeth and I asked if he could take my wisdom teeth out,Tense,12,Negative,Negative,Negative,7,7,,
1303,1,1,81,111.58,0.196246035,There was a guy dressed as a mad scientist asking us if we could spare any teeth and I asked if he could take my wisdom teeth out,Shocked/Surprised,11,Negative,Negative,Negative,5,5,,
1303,1,1,81,111.58,0.196246035,There was a guy dressed as a mad scientist asking us if we could spare any teeth and I asked if he could take my wisdom teeth out,Fearful/Afraid*,13,,Negative,Negative,3,5,,0
1303,3,4,82,117.09,0.654955099,During the 4D part there was a wobbly bridge we had to walk across that was multicolored,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1303,3,4,82,117.09,0.654955099,During the 4D part there was a wobbly bridge we had to walk across that was multicolored,Excited/Enthused,3,Positive,Positive,Positive,5,1,,
1303,3,4,82,117.09,0.654955099,During the 4D part there was a wobbly bridge we had to walk across that was multicolored,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1303,1.5,1.75,83,112.2,0.247861211,"There was one part where there was a blowup passageway that squeezed us really tight and I said ""i feel like I'm being born""",Overwhelmed,9,Negative,Negative,Negative,5,7,,
1303,1.5,1.75,83,112.2,0.247861211,"There was one part where there was a blowup passageway that squeezed us really tight and I said ""i feel like I'm being born""",Fearful/Afraid*,13,,Negative,Negative,1,7,,0
1303,5,7,84,122.75,1.126151705,At the beginning we had to board a bus and there were figures that were shrouded and not moving that we had to walk through,Alert/Attentive,2,Positive,Positive,,7,1,,
1303,5,7,84,122.75,1.126151705,At the beginning we had to board a bus and there were figures that were shrouded and not moving that we had to walk through,Upset/Distressed,14,Negative,Negative,Negative,4,1,,
1303,5,7,84,122.75,1.126151705,At the beginning we had to board a bus and there were figures that were shrouded and not moving that we had to walk through,Panicked,10,Negative,Negative,Negative,5,2,,
1303,5,7,84,122.75,1.126151705,At the beginning we had to board a bus and there were figures that were shrouded and not moving that we had to walk through,Fearful/Afraid,5,Negative,Negative,Negative,7,6,,1
1323,4.5,6.25,85,133.05,1.323898237,When we first walked in I had to go in the front of the group first and the first thing that we walked through was an abandoned bus and then we go into the actually place to go through the first portion. ,Alert/Attentive,2,Positive,Positive,,7,7,,
1323,4.5,6.25,85,133.05,1.323898237,When we first walked in I had to go in the front of the group first and the first thing that we walked through was an abandoned bus and then we go into the actually place to go through the first portion. ,Nervous/Jittery,8,Negative,Negative,Negative,7,6,,
1323,4.5,6.25,85,133.05,1.323898237,When we first walked in I had to go in the front of the group first and the first thing that we walked through was an abandoned bus and then we go into the actually place to go through the first portion. ,Panicked,10,Negative,Negative,Negative,6,6,,
1323,4.5,6.25,85,133.05,1.323898237,When we first walked in I had to go in the front of the group first and the first thing that we walked through was an abandoned bus and then we go into the actually place to go through the first portion. ,Tense,12,Negative,Negative,Negative,7,1,,
1323,4.5,6.25,85,133.05,1.323898237,When we first walked in I had to go in the front of the group first and the first thing that we walked through was an abandoned bus and then we go into the actually place to go through the first portion. ,Shocked/Surprised,11,Negative,Negative,Negative,5,4,,
1323,4.5,6.25,85,133.05,1.323898237,When we first walked in I had to go in the front of the group first and the first thing that we walked through was an abandoned bus and then we go into the actually place to go through the first portion. ,Fearful/Afraid,5,Negative,Negative,Negative,7,7,,1
1323,4.5,6.25,85,133.05,1.323898237,When we first walked in I had to go in the front of the group first and the first thing that we walked through was an abandoned bus and then we go into the actually place to go through the first portion. ,Other-anxious,15,Negative,Negative,,7,7,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Alert/Attentive,2,Positive,Positive,,7,1,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Irritable/Annoyed,7,Negative,Negative,Negative,6,3,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Upset/Distressed,14,Negative,Negative,Negative,7,2,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Nervous/Jittery,8,Negative,Negative,Negative,7,6,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Disgusted/Grossed Out,4,Negative,Negative,Negative,7,4,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Overwhelmed,9,Negative,Negative,Negative,7,5,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Panicked,10,Negative,Negative,Negative,7,6,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Tense,12,Negative,Negative,Negative,7,1,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Shocked/Surprised,11,Negative,Negative,Negative,7,5,,
1323,4.5,6.25,86,133.05,1.323898237,"When we were in the first section, there were a lot of fake dead bodies hanging from the ceiling and they were kind of swinging from people going through and one of them touched me as we were walking through. ",Fearful/Afraid,5,Negative,Negative,Negative,7,4,,1
1323,2,2.5,87,119.71,0.079329987,In one of the sections there was a room that looked like a dentist office and there were two people in that room and one of them was asking us if they could take our teeth and that it would only hurt a lot.  ,Alert/Attentive,2,Positive,Positive,,7,1,,
1323,2,2.5,87,119.71,0.079329987,In one of the sections there was a room that looked like a dentist office and there were two people in that room and one of them was asking us if they could take our teeth and that it would only hurt a lot.  ,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1323,2,2.5,87,119.71,0.079329987,In one of the sections there was a room that looked like a dentist office and there were two people in that room and one of them was asking us if they could take our teeth and that it would only hurt a lot.  ,Nervous/Jittery,8,Negative,Negative,Negative,4,5,,
1323,2,2.5,87,119.71,0.079329987,In one of the sections there was a room that looked like a dentist office and there were two people in that room and one of them was asking us if they could take our teeth and that it would only hurt a lot.  ,Tense,12,Negative,Negative,Negative,5,5,,
1323,2,2.5,87,119.71,0.079329987,In one of the sections there was a room that looked like a dentist office and there were two people in that room and one of them was asking us if they could take our teeth and that it would only hurt a lot.  ,Fearful/Afraid*,13,,Negative,Negative,4,4,,0
1323,2.5,3.25,88,126.21,0.685753797,In another section of the haunted house there were strobe lights that were on while we walked down this extremely long hallway and I could not see anything while walking through. ,Irritable/Annoyed,7,Negative,Negative,Negative,7,3,,
1323,2.5,3.25,88,126.21,0.685753797,In another section of the haunted house there were strobe lights that were on while we walked down this extremely long hallway and I could not see anything while walking through. ,Upset/Distressed,14,Negative,Negative,Negative,6,3,,
1323,2.5,3.25,88,126.21,0.685753797,In another section of the haunted house there were strobe lights that were on while we walked down this extremely long hallway and I could not see anything while walking through. ,Nervous/Jittery,8,Negative,Negative,Negative,7,5,,
1323,2.5,3.25,88,126.21,0.685753797,In another section of the haunted house there were strobe lights that were on while we walked down this extremely long hallway and I could not see anything while walking through. ,Overwhelmed,9,Negative,Negative,Negative,7,4,,
1323,2.5,3.25,88,126.21,0.685753797,In another section of the haunted house there were strobe lights that were on while we walked down this extremely long hallway and I could not see anything while walking through. ,Panicked,10,Negative,Negative,Negative,7,4,,
1323,2.5,3.25,88,126.21,0.685753797,In another section of the haunted house there were strobe lights that were on while we walked down this extremely long hallway and I could not see anything while walking through. ,Tense,12,Negative,Negative,Negative,7,4,,
1323,2.5,3.25,88,126.21,0.685753797,In another section of the haunted house there were strobe lights that were on while we walked down this extremely long hallway and I could not see anything while walking through. ,Fearful/Afraid,5,Negative,Negative,Negative,4,4,,1
1323,4.5,6.25,89,133.05,1.323898237,In one of the sections there was a big open room that was filled with fog up to my waist about and in the fog there were people dressed as ghost or spirits that came up from under the fog and were scaring us. ,Alert/Attentive,2,Positive,Positive,,7,1,,
1323,4.5,6.25,89,133.05,1.323898237,In one of the sections there was a big open room that was filled with fog up to my waist about and in the fog there were people dressed as ghost or spirits that came up from under the fog and were scaring us. ,Nervous/Jittery,8,Negative,Negative,Negative,7,4,,
1323,4.5,6.25,89,133.05,1.323898237,In one of the sections there was a big open room that was filled with fog up to my waist about and in the fog there were people dressed as ghost or spirits that came up from under the fog and were scaring us. ,Tense,12,Negative,Negative,Negative,7,1,,
1323,4.5,6.25,89,133.05,1.323898237,In one of the sections there was a big open room that was filled with fog up to my waist about and in the fog there were people dressed as ghost or spirits that came up from under the fog and were scaring us. ,Fearful/Afraid,5,Negative,Negative,Negative,5,4,,1
1323,4.5,6.25,89,133.05,1.323898237,In one of the sections there was a big open room that was filled with fog up to my waist about and in the fog there were people dressed as ghost or spirits that came up from under the fog and were scaring us. ,Other-fascinated,15,Positive,Positive,,6,1,,
1323,1,1,90,119.88,0.095190302,In the fourth section we wore these 3D glasses and they had basically everything painting in this paint that looked 3D through the glasses and it was very cool. There weren't as many scary things in that room I  think just because it was so fascinating that it overpowered the scariness of it all. It was also cool because the people had the paint on their faces and it looked like their faces were not attached and that was super cool. ,Alert/Attentive,2,Positive,Positive,,7,1,,
1323,1,1,90,119.88,0.095190302,In the fourth section we wore these 3D glasses and they had basically everything painting in this paint that looked 3D through the glasses and it was very cool. There weren't as many scary things in that room I  think just because it was so fascinating that it overpowered the scariness of it all. It was also cool because the people had the paint on their faces and it looked like their faces were not attached and that was super cool. ,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1323,1,1,90,119.88,0.095190302,In the fourth section we wore these 3D glasses and they had basically everything painting in this paint that looked 3D through the glasses and it was very cool. There weren't as many scary things in that room I  think just because it was so fascinating that it overpowered the scariness of it all. It was also cool because the people had the paint on their faces and it looked like their faces were not attached and that was super cool. ,Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1323,1,1,90,119.88,0.095190302,In the fourth section we wore these 3D glasses and they had basically everything painting in this paint that looked 3D through the glasses and it was very cool. There weren't as many scary things in that room I  think just because it was so fascinating that it overpowered the scariness of it all. It was also cool because the people had the paint on their faces and it looked like their faces were not attached and that was super cool. ,Tense,12,Negative,Negative,Negative,4,4,,
1323,1,1,90,119.88,0.095190302,In the fourth section we wore these 3D glasses and they had basically everything painting in this paint that looked 3D through the glasses and it was very cool. There weren't as many scary things in that room I  think just because it was so fascinating that it overpowered the scariness of it all. It was also cool because the people had the paint on their faces and it looked like their faces were not attached and that was super cool. ,Other-fascinated,15,Positive,Positive,,7,1,,
1323,1,1,90,119.88,0.095190302,In the fourth section we wore these 3D glasses and they had basically everything painting in this paint that looked 3D through the glasses and it was very cool. There weren't as many scary things in that room I  think just because it was so fascinating that it overpowered the scariness of it all. It was also cool because the people had the paint on their faces and it looked like their faces were not attached and that was super cool. ,Fearful/Afraid*,13,,Negative,Negative,3,3,,0
1323,4.5,6.25,91,133.05,1.323898237,"In the first section, I think, there were people in cages and a lot of people were jump scaring us in that part too. That part we had to walk around a lot of stuff and through a few different rooms until we got out so it just felt extremely long. ",Alert/Attentive,2,Positive,Positive,,7,1,,
1323,4.5,6.25,91,133.05,1.323898237,"In the first section, I think, there were people in cages and a lot of people were jump scaring us in that part too. That part we had to walk around a lot of stuff and through a few different rooms until we got out so it just felt extremely long. ",Nervous/Jittery,8,Negative,Negative,Negative,7,6,,
1323,4.5,6.25,91,133.05,1.323898237,"In the first section, I think, there were people in cages and a lot of people were jump scaring us in that part too. That part we had to walk around a lot of stuff and through a few different rooms until we got out so it just felt extremely long. ",Overwhelmed,9,Negative,Negative,Negative,7,4,,
1323,4.5,6.25,91,133.05,1.323898237,"In the first section, I think, there were people in cages and a lot of people were jump scaring us in that part too. That part we had to walk around a lot of stuff and through a few different rooms until we got out so it just felt extremely long. ",Panicked,10,Negative,Negative,Negative,7,6,,
1323,4.5,6.25,91,133.05,1.323898237,"In the first section, I think, there were people in cages and a lot of people were jump scaring us in that part too. That part we had to walk around a lot of stuff and through a few different rooms until we got out so it just felt extremely long. ",Tense,12,Negative,Negative,Negative,7,2,,
1323,4.5,6.25,91,133.05,1.323898237,"In the first section, I think, there were people in cages and a lot of people were jump scaring us in that part too. That part we had to walk around a lot of stuff and through a few different rooms until we got out so it just felt extremely long. ",Shocked/Surprised,11,Negative,Negative,Negative,7,6,,
1323,4.5,6.25,91,133.05,1.323898237,"In the first section, I think, there were people in cages and a lot of people were jump scaring us in that part too. That part we had to walk around a lot of stuff and through a few different rooms until we got out so it just felt extremely long. ",Fearful/Afraid,5,Negative,Negative,Negative,7,7,,1
1323,4.5,6.25,92,123.52,0.434787635,"In the last section, I remember walking up to a room that was almost pitch black and being very scared to go into it. That was the section, other than the first one, that I was terrified to go into and was scared for the whole thing. ",Alert/Attentive,2,Positive,Positive,,7,1,,
1323,4.5,6.25,92,123.52,0.434787635,"In the last section, I remember walking up to a room that was almost pitch black and being very scared to go into it. That was the section, other than the first one, that I was terrified to go into and was scared for the whole thing. ",Nervous/Jittery,8,Negative,Negative,Negative,7,6,,
1323,4.5,6.25,92,123.52,0.434787635,"In the last section, I remember walking up to a room that was almost pitch black and being very scared to go into it. That was the section, other than the first one, that I was terrified to go into and was scared for the whole thing. ",Overwhelmed,9,Negative,Negative,Negative,5,5,,
1323,4.5,6.25,92,123.52,0.434787635,"In the last section, I remember walking up to a room that was almost pitch black and being very scared to go into it. That was the section, other than the first one, that I was terrified to go into and was scared for the whole thing. ",Panicked,10,Negative,Negative,Negative,7,7,,
1323,4.5,6.25,92,123.52,0.434787635,"In the last section, I remember walking up to a room that was almost pitch black and being very scared to go into it. That was the section, other than the first one, that I was terrified to go into and was scared for the whole thing. ",Tense,12,Negative,Negative,Negative,7,2,,
1323,4.5,6.25,92,123.52,0.434787635,"In the last section, I remember walking up to a room that was almost pitch black and being very scared to go into it. That was the section, other than the first one, that I was terrified to go into and was scared for the whole thing. ",Fearful/Afraid,5,Negative,Negative,Negative,7,7,,1
1326,4,5.5,93,97.17,0.796886208,"The first 'scary' environment was the bus right at the beginning of the first section. After entering Eastern State and filling in consent forms, just past the section where they ask if you want blood painted on your face, you are held for a moment and then allowed through. At this point, you board a bus, dimly lit, with several people sitting in seats throughout. There is a near-constant strobe, so it is difficult to make out objects, but I kept waiting for someone to jump out from behind a seat the whole way through - this did not happen. Upon reflection, this was most likely just to build anticipation, but it was super scary regardless.",Alert/Attentive,2,Positive,Positive,,6,3,,
1326,4,5.5,93,97.17,0.796886208,"The first 'scary' environment was the bus right at the beginning of the first section. After entering Eastern State and filling in consent forms, just past the section where they ask if you want blood painted on your face, you are held for a moment and then allowed through. At this point, you board a bus, dimly lit, with several people sitting in seats throughout. There is a near-constant strobe, so it is difficult to make out objects, but I kept waiting for someone to jump out from behind a seat the whole way through - this did not happen. Upon reflection, this was most likely just to build anticipation, but it was super scary regardless.",Nervous/Jittery,8,Negative,Negative,Negative,7,5,,
1326,4,5.5,93,97.17,0.796886208,"The first 'scary' environment was the bus right at the beginning of the first section. After entering Eastern State and filling in consent forms, just past the section where they ask if you want blood painted on your face, you are held for a moment and then allowed through. At this point, you board a bus, dimly lit, with several people sitting in seats throughout. There is a near-constant strobe, so it is difficult to make out objects, but I kept waiting for someone to jump out from behind a seat the whole way through - this did not happen. Upon reflection, this was most likely just to build anticipation, but it was super scary regardless.",Panicked,10,Negative,Negative,Negative,5,5,,
1326,4,5.5,93,97.17,0.796886208,"The first 'scary' environment was the bus right at the beginning of the first section. After entering Eastern State and filling in consent forms, just past the section where they ask if you want blood painted on your face, you are held for a moment and then allowed through. At this point, you board a bus, dimly lit, with several people sitting in seats throughout. There is a near-constant strobe, so it is difficult to make out objects, but I kept waiting for someone to jump out from behind a seat the whole way through - this did not happen. Upon reflection, this was most likely just to build anticipation, but it was super scary regardless.",Tense,12,Negative,Negative,Negative,7,6,,
1326,4,5.5,93,97.17,0.796886208,"The first 'scary' environment was the bus right at the beginning of the first section. After entering Eastern State and filling in consent forms, just past the section where they ask if you want blood painted on your face, you are held for a moment and then allowed through. At this point, you board a bus, dimly lit, with several people sitting in seats throughout. There is a near-constant strobe, so it is difficult to make out objects, but I kept waiting for someone to jump out from behind a seat the whole way through - this did not happen. Upon reflection, this was most likely just to build anticipation, but it was super scary regardless.",Shocked/Surprised,11,Negative,Negative,Negative,3,3,,
1326,4,5.5,93,97.17,0.796886208,"The first 'scary' environment was the bus right at the beginning of the first section. After entering Eastern State and filling in consent forms, just past the section where they ask if you want blood painted on your face, you are held for a moment and then allowed through. At this point, you board a bus, dimly lit, with several people sitting in seats throughout. There is a near-constant strobe, so it is difficult to make out objects, but I kept waiting for someone to jump out from behind a seat the whole way through - this did not happen. Upon reflection, this was most likely just to build anticipation, but it was super scary regardless.",Fearful/Afraid,5,Negative,Negative,Negative,6,6,,1
1326,4,5.5,94,97.17,0.796886208,"After the bus, there was a kind of mock jail with some cells containing animatronic figures - some hanging from chains, some not - and prisoners/guards all over moving us through the place. This was one of the most uncomfortable sections, because guards were seeking to jump scare anyone they could, and it was consistently very dark or strobe-lit, so motion and objects were inconsistent and hard to pick out.",Upset/Distressed,14,Negative,Negative,Negative,6,6,,
